Latitude,Longitude,Methane (CH4) emissions metric tons carbon equivalent,Industry Type (sectors),Facility Name,Address,City,State,Zip Code,County
40.43,-79.09,3406.5,Petroleum and Natural Gas Systems,Armagh Compressor Station,862 HORSE THIEF ROAD,NEW FLORENCE,PA,15944,Indiana
32.51,-103.29,3405,Petroleum and Natural Gas Systems,"EPNG Station 6521 Eunice A, NM",283 Gulf Road,OIL CENTER,NM,88240,LEA COUNTY
32.20,-93.90,3405,Petroleum and Natural Gas Systems,Springridge South Compressor Station,686 Hwy 789,Keatchie,LA,71046,DE SOTO PARISH
31.73,-89.98,3376.5,Petroleum and Natural Gas Systems,Gwinville (SESH) Compressor Station,242 Parkman Cemetery Road,New Hebron,MS,39140,LAWRENCE COUNTY
27.94,-98.87,3366.5,Petroleum and Natural Gas Systems,Shilling Gas Plant,,Freer,TX,78537,WEBB COUNTY
35.00,-110.34,3356.75,Waste,PAINTED DESERT LANDFILL,9001 N PORTER AVE,JOSEPH CITY,AZ,86032,NAVAJO COUNTY
41.75,-72.65,3353,Waste,Mid-Connecticut Resources Recovery Facility,,Hartford,CT,6114,HARTFORD COUNTY
35.60,-101.88,3326.75,Petroleum and Natural Gas Systems,FAIN GAS PLANT,32540 Fain Plant Rd.,MASTERSON,TX,79058,POTTER COUNTY
40.06,-76.58,3321.25,Petroleum and Natural Gas Systems,Marietta,1462 River Road,Marietta,PA,17547,LANCASTER COUNTY
31.36,-103.69,3319,Petroleum and Natural Gas Systems,East Toyah Gas Processing Plant,49 County Road 419,Pecos,TX,79772,REEVES COUNTY
29.06,-91.45,3315.25,Petroleum and Natural Gas Systems,Eugene Island 100_20870,,Offshore,LA,0,
38.63,-104.71,3313.25,Power Plants,Ray D Nixon,6598 RAY NIXON RD,FOUNTAIN,CO,80817,El Paso
26.70,-80.37,3311,Power Plants,West County Energy Center,20505 STATE RD 80,LOXAHATCHEE,FL,33470,Palm Beach
40.14,-104.46,3305.25,Petroleum and Natural Gas Systems,Keenesburg Gas Plant,31633 CR 398,Keenesburg,CO,80643,WELD COUNTY
39.77,-81.29,3291,Petroleum and Natural Gas Systems,Blue Racer Midstream LLC - Berne Plant,46240 Swazey Road,Lewisville,OH,43754,MONROE COUNTY
33.78,-118.24,3288.25,"Petroleum Product Suppliers,Refineries",ULTRAMAR INC WILMINGTON REFINERY,2402 EAST ANAHEIM STREET,WILMINGTON,CA,90744,LOS ANGELES COUNTY
32.06,-109.89,3279.5,Power Plants,Apache Station,3525 N US HWY 191,COCHISE,AZ,85606,Cochise
32.21,-103.52,3274.5,"Injection of CO2,Petroleum and Natural Gas Systems",Red Hills Gas Processing Plant,1934 W NM Highway 128,Jal,NM,88252,LEA COUNTY
43.82,-121.43,3263.5,Petroleum and Natural Gas Systems,Gas Transmission Northwest Pipeline Bend CS#12,55640 S. Highway 97,BEND,OR,97701,DESCHUTES COUNTY
39.84,-81.95,3262.25,Petroleum and Natural Gas Systems,Chandlersville Compressor Station,1420 Irish Ridge Road,Philo,OH,43771,MUSKINGUM COUNTY
37.79,-84.71,3259,Power Plants,E.W. Brown,815 Dix Dam Road,Harrodsburg,KY,40330,MERCER COUNTY
38.40,-81.42,3248.25,Petroleum and Natural Gas Systems,COLUMBIA GAS TRANSMISSION LLC COCO COMPRESSOR STATION,1982 COCO ROAD,ELKVIEW,WV,25071,KANAWHA COUNTY
30.42,-81.55,3248.25,Power Plants,Northside,4377 HECKSCHER DRIVE,JACKSONVILLE,FL,32226,Duval
32.16,-94.88,3232.25,Petroleum and Natural Gas Systems,HENDERSON GAS PLANT,754 CR 425D,HENDERSON,TX,75654,RUSK COUNTY
40.27,-81.02,3229,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",Cadiz Gas Processing Plant,43071 Industrial Park Drive,Cadiz,OH,43907,HARRISON COUNTY
31.80,-93.51,3226.5,Petroleum and Natural Gas Systems,Mansfield Compressor Station,2504 Louisiana Highway 174,Pleasant Hill,LA,71065,SABINE PARISH
35.32,-99.78,3224,Petroleum and Natural Gas Systems,Buffalo Creek Processing Plant,11348 E 1170 Rd,Sayre,OK,73662,BECKHAM COUNTY
40.00,-76.72,3221,Waste,YORK COUNTY RESOURCE RECOVERY,2651 BLACKBRIDGE ROAD,YORK,PA,17406,YORK COUNTY
30.68,-101.22,3220,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",OZONA GAS PLANT,,OZONA,TX,76943,CROCKETT COUNTY
42.67,-85.96,3219.25,Petroleum and Natural Gas Systems,ANR Pipeline Hamilton CS,4193 134TH AVENUE,HAMILTON,MI,49419,ALLEGAN COUNTY
47.69,-103.26,3215.70266834512,Petroleum and Natural Gas Systems,Little Missouri Gas Plant,1939 125th Avenue Northwest,Watford City,ND,58854,MCKENZIE COUNTY
31.34,-103.03,3215.5,Petroleum and Natural Gas Systems,Caymus Plant,,Pecos,TX,79772,PECOS COUNTY
31.44,-92.23,3200.5,Petroleum and Natural Gas Systems,Columbia Gulf Transmission LLC Alexandria CS,7666 Hickory Grouve Loop,Deville,LA,71328,RAPIDES PARISH
30.97,-88.70,3197.25,Petroleum and Natural Gas Systems,Lucedale (SESH) Compressor Station,,Lucedale,MS,39452,GEORGE COUNTY
30.37,-93.33,3192.25,Petroleum and Natural Gas Systems,Holbrook Compressor Station,1500 Holbrook Park Road,Sulphur,LA,70663,CALCASIEU PARISH
48.33,-102.43,3192,Petroleum and Natural Gas Systems,Stanley Booster Station,"Section 14, T155N, R91W",Stanley,ND,58784,
32.41,-92.98,3183.75,Petroleum and Natural Gas Systems,Eastside Compressor Station,,Bryceland,LA,71008,BIENVILLE PARISH
44.98,-93.28,3178.25,Waste,Hennepin Energy Recovery Center,505 6th Avenue North,Minneapolis,MN,55405,HENNEPIN COUNTY
28.16,-90.23,3172.75,Petroleum and Natural Gas Systems,ST 308 A (Complex ID # 1500),,Offshore,LA,0,
32.61,-95.20,3158.75,Petroleum and Natural Gas Systems,Hawkins Gas Plant,,HAWKINS,TX,75765,WOOD COUNTY
30.04,-96.99,3140.75,Petroleum and Natural Gas Systems,GIDDINGS GAS PLANT,,LA GRANGE,TX,78945,FAYETTE COUNTY
43.00,-76.11,3131.5,Waste,ONONDAGA CO RESOURCE RECOVERY FACILITY,5801 ROCK CUT ROAD,JAMESVILLE,NY,13078,ONONDAGA COUNTY
31.82,-103.66,3128.20870540797,Petroleum and Natural Gas Systems,Loving Gas Plant,4173 Private Road 4051,Loving County,TX,79754,
32.62,-91.58,3111.75,Petroleum and Natural Gas Systems,TRUNKLINE GAS CO - EPPS,745 HIGHWAY 134,EPPS,LA,71237,WEST CARROLL PARISH
27.75,-97.82,3108.25,Petroleum and Natural Gas Systems,Agua Dulce,5704 FM 2826,Robstown,TX,78380,
29.72,-95.07,3106,Chemicals,EQUISTAR CHEMICALS LAPORTE COMPLEX,1515 MILLER CUT- OFF ROAD,LA PORTE,TX,77571,HARRIS COUNTY
34.46,-97.69,3101.5261409315,Petroleum and Natural Gas Systems,Velma Gas Plant,,VELMA,OK,73491,STEPHENS COUNTY
32.33,-97.68,3066.5,Petroleum and Natural Gas Systems,COWTOWN GAS PROCESSING PLANT,2400 COUNTY ROAD 326,CLEBURNE,TX,76033,HOOD COUNTY
41.40,-91.06,3066.5,"Other,Suppliers of CO2,Waste",GRAIN PROCESSING CORP,1600 OREGON STREET,MUSCATINE,IA,52761,MUSCATINE COUNTY
31.00,-103.75,3065.75,Petroleum and Natural Gas Systems,Diamond Cryo,1964 CR 2903,Balmorhea,TX,79718,
30.47,-92.52,3065.25,Petroleum and Natural Gas Systems,ANR Pipeline Eunice CS,4202 Fournerat Road,Eunice,LA,70535,ACADIA PARISH
39.96,-80.55,3062.75,Petroleum and Natural Gas Systems,Majorsville Compressor Station,,Dallas,WV,26036,MARSHALL COUNTY
33.82,-84.48,3055.75,Power Plants,Jack McDonough,5551 SOUTH COBB DRIVE,SMYRNA,GA,30080,Cobb
39.92,-80.12,3053.75,Petroleum and Natural Gas Systems,Eastern Gas Transmission and Storage - Crayne Station (Tran),657 Jefferson Road,Waynesburg,PA,15370,GREENE COUNTY
39.73,-78.42,3053.25,Petroleum and Natural Gas Systems,COLUMBIA GAS TRANSMISSION LLC ARTEMAS COMPRESSOR STATION,210 HARRISBURG PIKE,ARTEMAS,PA,17211,BEDFORD COUNTY
32.16,-103.83,3044.25,Petroleum and Natural Gas Systems,South Eddy Cryo Plant,,Loving,NM,88256,EDDY COUNTY
42.95,-76.59,3039.5,Waste,AUBURN SANITARY LANDFILL NO 2,311 NORTH DIVISION STREET,AUBURN,NY,13021,CAYUGA COUNTY
36.31,-119.60,3036,Waste,Kings Waste and Recycling Authority,7803 Hanford-Armona Road,Hanford,CA,93230,KINGS COUNTY
47.25,-102.72,3034.75,Petroleum and Natural Gas Systems,Northern Border Pipeline Manning CS#5,10510 11TH ST SW,MANNING,ND,58642,DUNN COUNTY
36.74,-107.94,3034.5,Petroleum and Natural Gas Systems,Milagro Gas Plant,"1754 Arroyo Dr,",BLOOMFIELD,NM,87413,San Juan
33.20,-87.61,3034,"Chemicals,Petroleum Product Suppliers,Refineries",HUNT REFINING COMPANY,1855 FAIRLAWN RD.,TUSCALOOSA,AL,35401,TUSCALOOSA COUNTY
39.24,-82.12,3024,Petroleum and Natural Gas Systems,Athens,9375 Harner Rd.,Athens,OH,45701,ATHENS COUNTY
42.18,-78.39,3019.75,Petroleum and Natural Gas Systems,NFGSC HINSDALE STATION,4052 Phillips Rd,Hinsdale,NY,14743,CATTARAUGUS COUNTY
